center,left,right,steering,throttle,brake,speed
IMG/center_2017_12_06_01_45_55_285.jpg,IMG/left_2017_12_06_01_45_55_285.jpg,IMG/right_2017_12_06_01_45_55_285.jpg,0,0.1054818,0,8.446648
IMG/center_2017_12_06_01_45_55_351.jpg,IMG/left_2017_12_06_01_45_55_351.jpg,IMG/right_2017_12_06_01_45_55_351.jpg,0,0.3057577,0,8.552461
IMG/center_2017_12_06_01_45_55_430.jpg,IMG/left_2017_12_06_01_45_55_430.jpg,IMG/right_2017_12_06_01_45_55_430.jpg,0,0.5417966,0,8.900468
IMG/center_2017_12_06_01_45_55_514.jpg,IMG/left_2017_12_06_01_45_55_514.jpg,IMG/right_2017_12_06_01_45_55_514.jpg,0,0.7930613,0,9.487536
IMG/center_2017_12_06_01_45_55_599.jpg,IMG/left_2017_12_06_01_45_55_599.jpg,IMG/right_2017_12_06_01_45_55_599.jpg,0,1,0,10.52356
IMG/center_2017_12_06_01_45_55_678.jpg,IMG/left_2017_12_06_01_45_55_678.jpg,IMG/right_2017_12_06_01_45_55_678.jpg,0,1,0,11.18617
IMG/center_2017_12_06_01_45_55_753.jpg,IMG/left_2017_12_06_01_45_55_753.jpg,IMG/right_2017_12_06_01_45_55_753.jpg,0,1,0,12.19392
IMG/center_2017_12_06_01_45_55_832.jpg,IMG/left_2017_12_06_01_45_55_832.jpg,IMG/right_2017_12_06_01_45_55_832.jpg,-0.2,0.8206083,0,12.8493
IMG/center_2017_12_06_01_45_55_922.jpg,IMG/left_2017_12_06_01_45_55_922.jpg,IMG/right_2017_12_06_01_45_55_922.jpg,-0.4,0.5719039,0,13.53522
IMG/center_2017_12_06_01_45_55_992.jpg,IMG/left_2017_12_06_01_45_55_992.jpg,IMG/right_2017_12_06_01_45_55_992.jpg,-0.6000001,0.3402704,0,13.75794
IMG/center_2017_12_06_01_45_56_070.jpg,IMG/left_2017_12_06_01_45_56_070.jpg,IMG/right_2017_12_06_01_45_56_070.jpg,-0.6065533,0.1063171,0,13.87527
IMG/center_2017_12_06_01_45_56_157.jpg,IMG/left_2017_12_06_01_45_56_157.jpg,IMG/right_2017_12_06_01_45_56_157.jpg,-0.3692023,0,0,13.72429
IMG/center_2017_12_06_01_45_56_239.jpg,IMG/left_2017_12_06_01_45_56_239.jpg,IMG/right_2017_12_06_01_45_56_239.jpg,-0.1297362,0,0,13.65906
IMG/center_2017_12_06_01_45_56_319.jpg,IMG/left_2017_12_06_01_45_56_319.jpg,IMG/right_2017_12_06_01_45_56_319.jpg,0,0,0,13.54648
IMG/center_2017_12_06_01_45_56_399.jpg,IMG/left_2017_12_06_01_45_56_399.jpg,IMG/right_2017_12_06_01_45_56_399.jpg,0,0,0,13.44308
IMG/center_2017_12_06_01_45_56_465.jpg,IMG/left_2017_12_06_01_45_56_465.jpg,IMG/right_2017_12_06_01_45_56_465.jpg,0,0.06467751,0,12.82745
IMG/center_2017_12_06_01_45_56_555.jpg,IMG/left_2017_12_06_01_45_56_555.jpg,IMG/right_2017_12_06_01_45_56_555.jpg,0,0.3223241,0,13.41959
IMG/center_2017_12_06_01_45_56_619.jpg,IMG/left_2017_12_06_01_45_56_619.jpg,IMG/right_2017_12_06_01_45_56_619.jpg,0,0.5379667,0,13.2322
IMG/center_2017_12_06_01_45_56_704.jpg,IMG/left_2017_12_06_01_45_56_704.jpg,IMG/right_2017_12_06_01_45_56_704.jpg,0,0.7689359,0,13.86403
IMG/center_2017_12_06_01_45_56_777.jpg,IMG/left_2017_12_06_01_45_56_777.jpg,IMG/right_2017_12_06_01_45_56_777.jpg,0,1,0,14.73132
IMG/center_2017_12_06_01_45_56_853.jpg,IMG/left_2017_12_06_01_45_56_853.jpg,IMG/right_2017_12_06_01_45_56_853.jpg,0,0.9454466,0,15.56443
IMG/center_2017_12_06_01_45_56_922.jpg,IMG/left_2017_12_06_01_45_56_922.jpg,IMG/right_2017_12_06_01_45_56_922.jpg,-0.2,0.7392756,0,16.19559
IMG/center_2017_12_06_01_45_57_004.jpg,IMG/left_2017_12_06_01_45_57_004.jpg,IMG/right_2017_12_06_01_45_57_004.jpg,-0.4,0.4928936,0,16.57382
IMG/center_2017_12_06_01_45_57_080.jpg,IMG/left_2017_12_06_01_45_57_080.jpg,IMG/right_2017_12_06_01_45_57_080.jpg,-0.6000001,0.2640917,0,16.66887
IMG/center_2017_12_06_01_45_57_163.jpg,IMG/left_2017_12_06_01_45_57_163.jpg,IMG/right_2017_12_06_01_45_57_163.jpg,-0.568101,0.0144956,0,16.55851
IMG/center_2017_12_06_01_45_57_250.jpg,IMG/left_2017_12_06_01_45_57_250.jpg,IMG/right_2017_12_06_01_45_57_250.jpg,-0.307161,0,0,16.40053
IMG/center_2017_12_06_01_45_57_332.jpg,IMG/left_2017_12_06_01_45_57_332.jpg,IMG/right_2017_12_06_01_45_57_332.jpg,-0.06255536,0,0,16.27197
IMG/center_2017_12_06_01_45_57_416.jpg,IMG/left_2017_12_06_01_45_57_416.jpg,IMG/right_2017_12_06_01_45_57_416.jpg,0,0,0,16.12167
IMG/center_2017_12_06_01_45_57_494.jpg,IMG/left_2017_12_06_01_45_57_494.jpg,IMG/right_2017_12_06_01_45_57_494.jpg,0,0.08131258,0,15.98423
IMG/center_2017_12_06_01_45_57_585.jpg,IMG/left_2017_12_06_01_45_57_585.jpg,IMG/right_2017_12_06_01_45_57_585.jpg,0,0.3539623,0,16.3093
IMG/center_2017_12_06_01_45_57_652.jpg,IMG/left_2017_12_06_01_45_57_652.jpg,IMG/right_2017_12_06_01_45_57_652.jpg,0,0.5548788,0,16.40998
IMG/center_2017_12_06_01_45_57_747.jpg,IMG/left_2017_12_06_01_45_57_747.jpg,IMG/right_2017_12_06_01_45_57_747.jpg,0,0.8369528,0,17.24401
IMG/center_2017_12_06_01_45_57_827.jpg,IMG/left_2017_12_06_01_45_57_827.jpg,IMG/right_2017_12_06_01_45_57_827.jpg,0,1,0,18.0253
IMG/center_2017_12_06_01_45_57_921.jpg,IMG/left_2017_12_06_01_45_57_921.jpg,IMG/right_2017_12_06_01_45_57_921.jpg,0,1,0,19.03787
IMG/center_2017_12_06_01_45_58_003.jpg,IMG/left_2017_12_06_01_45_58_003.jpg,IMG/right_2017_12_06_01_45_58_003.jpg,0,0.8395846,0,19.77796
IMG/center_2017_12_06_01_45_58_089.jpg,IMG/left_2017_12_06_01_45_58_089.jpg,IMG/right_2017_12_06_01_45_58_089.jpg,-0.2,0.5791018,0,20.27664
IMG/center_2017_12_06_01_45_58_171.jpg,IMG/left_2017_12_06_01_45_58_171.jpg,IMG/right_2017_12_06_01_45_58_171.jpg,-0.4,0.3341574,0,20.47013
IMG/center_2017_12_06_01_45_58_257.jpg,IMG/left_2017_12_06_01_45_58_257.jpg,IMG/right_2017_12_06_01_45_58_257.jpg,-0.2476657,0.07639599,0,20.45787
IMG/center_2017_12_06_01_45_58_339.jpg,IMG/left_2017_12_06_01_45_58_339.jpg,IMG/right_2017_12_06_01_45_58_339.jpg,-0.002334125,0,0,20.23725
IMG/center_2017_12_06_01_45_58_421.jpg,IMG/left_2017_12_06_01_45_58_421.jpg,IMG/right_2017_12_06_01_45_58_421.jpg,0,0,0,20.06408
IMG/center_2017_12_06_01_45_58_517.jpg,IMG/left_2017_12_06_01_45_58_517.jpg,IMG/right_2017_12_06_01_45_58_517.jpg,0,0,0,19.90385
IMG/center_2017_12_06_01_45_58_606.jpg,IMG/left_2017_12_06_01_45_58_606.jpg,IMG/right_2017_12_06_01_45_58_606.jpg,0,0,0,19.71008
IMG/center_2017_12_06_01_45_58_703.jpg,IMG/left_2017_12_06_01_45_58_703.jpg,IMG/right_2017_12_06_01_45_58_703.jpg,0,0,0,19.50691
IMG/center_2017_12_06_01_45_58_797.jpg,IMG/left_2017_12_06_01_45_58_797.jpg,IMG/right_2017_12_06_01_45_58_797.jpg,0,0.2827537,0,19.48683
IMG/center_2017_12_06_01_45_58_880.jpg,IMG/left_2017_12_06_01_45_58_880.jpg,IMG/right_2017_12_06_01_45_58_880.jpg,0,0.5300074,0,19.82109
IMG/center_2017_12_06_01_45_58_967.jpg,IMG/left_2017_12_06_01_45_58_967.jpg,IMG/right_2017_12_06_01_45_58_967.jpg,-0.1,0.2688436,0,20.00235
IMG/center_2017_12_06_01_45_59_041.jpg,IMG/left_2017_12_06_01_45_59_041.jpg,IMG/right_2017_12_06_01_45_59_041.jpg,-0.3,0.04482365,0,19.92194
IMG/center_2017_12_06_01_45_59_118.jpg,IMG/left_2017_12_06_01_45_59_118.jpg,IMG/right_2017_12_06_01_45_59_118.jpg,-0.45,0,0,19.74911
IMG/center_2017_12_06_01_45_59_199.jpg,IMG/left_2017_12_06_01_45_59_199.jpg,IMG/right_2017_12_06_01_45_59_199.jpg,-0.626753,0,0,19.39216
IMG/center_2017_12_06_01_45_59_276.jpg,IMG/left_2017_12_06_01_45_59_276.jpg,IMG/right_2017_12_06_01_45_59_276.jpg,-0.3943368,0,0,19.23189
IMG/center_2017_12_06_01_45_59_364.jpg,IMG/left_2017_12_06_01_45_59_364.jpg,IMG/right_2017_12_06_01_45_59_364.jpg,-0.1335733,0,0,19.09161
IMG/center_2017_12_06_01_45_59_440.jpg,IMG/left_2017_12_06_01_45_59_440.jpg,IMG/right_2017_12_06_01_45_59_440.jpg,0,0,0,18.93011
IMG/center_2017_12_06_01_45_59_529.jpg,IMG/left_2017_12_06_01_45_59_529.jpg,IMG/right_2017_12_06_01_45_59_529.jpg,0,0,0,18.77321
IMG/center_2017_12_06_01_45_59_622.jpg,IMG/left_2017_12_06_01_45_59_622.jpg,IMG/right_2017_12_06_01_45_59_622.jpg,0,0,0,18.49885
IMG/center_2017_12_06_01_45_59_689.jpg,IMG/left_2017_12_06_01_45_59_689.jpg,IMG/right_2017_12_06_01_45_59_689.jpg,0,0,0,18.46241
IMG/center_2017_12_06_01_45_59_773.jpg,IMG/left_2017_12_06_01_45_59_773.jpg,IMG/right_2017_12_06_01_45_59_773.jpg,0,0,0,18.3103
IMG/center_2017_12_06_01_45_59_850.jpg,IMG/left_2017_12_06_01_45_59_850.jpg,IMG/right_2017_12_06_01_45_59_850.jpg,0,0,0,18.15785
IMG/center_2017_12_06_01_45_59_934.jpg,IMG/left_2017_12_06_01_45_59_934.jpg,IMG/right_2017_12_06_01_45_59_934.jpg,0,0.2526799,0,18.12772
IMG/center_2017_12_06_01_46_00_013.jpg,IMG/left_2017_12_06_01_46_00_013.jpg,IMG/right_2017_12_06_01_46_00_013.jpg,0,0.4901315,0,18.33986
IMG/center_2017_12_06_01_46_00_094.jpg,IMG/left_2017_12_06_01_46_00_094.jpg,IMG/right_2017_12_06_01_46_00_094.jpg,0,0.7312318,0,18.77396
IMG/center_2017_12_06_01_46_00_165.jpg,IMG/left_2017_12_06_01_46_00_165.jpg,IMG/right_2017_12_06_01_46_00_165.jpg,0,0.9452378,0,19.44317
IMG/center_2017_12_06_01_46_00_242.jpg,IMG/left_2017_12_06_01_46_00_242.jpg,IMG/right_2017_12_06_01_46_00_242.jpg,0,1,0,20.25997
IMG/center_2017_12_06_01_46_00_315.jpg,IMG/left_2017_12_06_01_46_00_315.jpg,IMG/right_2017_12_06_01_46_00_315.jpg,0,0.7760084,0,20.79393
IMG/center_2017_12_06_01_46_00_390.jpg,IMG/left_2017_12_06_01_46_00_390.jpg,IMG/right_2017_12_06_01_46_00_390.jpg,-0.1,0.5514295,0,21.26492
IMG/center_2017_12_06_01_46_00_472.jpg,IMG/left_2017_12_06_01_46_00_472.jpg,IMG/right_2017_12_06_01_46_00_472.jpg,-0.3,0.3068546,0,21.46532
IMG/center_2017_12_06_01_46_00_562.jpg,IMG/left_2017_12_06_01_46_00_562.jpg,IMG/right_2017_12_06_01_46_00_562.jpg,-0.4757583,0.04018056,0,21.34142
IMG/center_2017_12_06_01_46_00_651.jpg,IMG/left_2017_12_06_01_46_00_651.jpg,IMG/right_2017_12_06_01_46_00_651.jpg,-0.2059034,0,0,21.19008
IMG/center_2017_12_06_01_46_00_735.jpg,IMG/left_2017_12_06_01_46_00_735.jpg,IMG/right_2017_12_06_01_46_00_735.jpg,0,0,0,21.01224
IMG/center_2017_12_06_01_46_00_815.jpg,IMG/left_2017_12_06_01_46_00_815.jpg,IMG/right_2017_12_06_01_46_00_815.jpg,0,0,0,20.82408
IMG/center_2017_12_06_01_46_00_889.jpg,IMG/left_2017_12_06_01_46_00_889.jpg,IMG/right_2017_12_06_01_46_00_889.jpg,0,0,0,20.62047
IMG/center_2017_12_06_01_46_00_968.jpg,IMG/left_2017_12_06_01_46_00_968.jpg,IMG/right_2017_12_06_01_46_00_968.jpg,0,0,0,20.43855
IMG/center_2017_12_06_01_46_01_039.jpg,IMG/left_2017_12_06_01_46_01_039.jpg,IMG/right_2017_12_06_01_46_01_039.jpg,0,0.0739454,0,20.30061
IMG/center_2017_12_06_01_46_01_121.jpg,IMG/left_2017_12_06_01_46_01_121.jpg,IMG/right_2017_12_06_01_46_01_121.jpg,0,0.3184018,0,20.35442
IMG/center_2017_12_06_01_46_01_205.jpg,IMG/left_2017_12_06_01_46_01_205.jpg,IMG/right_2017_12_06_01_46_01_205.jpg,0,0.4368179,0,20.63623
IMG/center_2017_12_06_01_46_01_280.jpg,IMG/left_2017_12_06_01_46_01_280.jpg,IMG/right_2017_12_06_01_46_01_280.jpg,0,0.2138141,0,20.7377
IMG/center_2017_12_06_01_46_01_354.jpg,IMG/left_2017_12_06_01_46_01_354.jpg,IMG/right_2017_12_06_01_46_01_354.jpg,0,0,0,20.68555
IMG/center_2017_12_06_01_46_01_430.jpg,IMG/left_2017_12_06_01_46_01_430.jpg,IMG/right_2017_12_06_01_46_01_430.jpg,0,0,0,20.51307
IMG/center_2017_12_06_01_46_01_501.jpg,IMG/left_2017_12_06_01_46_01_501.jpg,IMG/right_2017_12_06_01_46_01_501.jpg,0,0,0,20.34881
IMG/center_2017_12_06_01_46_01_586.jpg,IMG/left_2017_12_06_01_46_01_586.jpg,IMG/right_2017_12_06_01_46_01_586.jpg,-0.2,0,0,20.16783
IMG/center_2017_12_06_01_46_01_670.jpg,IMG/left_2017_12_06_01_46_01_670.jpg,IMG/right_2017_12_06_01_46_01_670.jpg,-0.4,0,0,19.93311
IMG/center_2017_12_06_01_46_01_754.jpg,IMG/left_2017_12_06_01_46_01_754.jpg,IMG/right_2017_12_06_01_46_01_754.jpg,-0.4307393,0,0,19.66266
IMG/center_2017_12_06_01_46_01_833.jpg,IMG/left_2017_12_06_01_46_01_833.jpg,IMG/right_2017_12_06_01_46_01_833.jpg,-0.1914639,0,0,19.49999
IMG/center_2017_12_06_01_46_01_915.jpg,IMG/left_2017_12_06_01_46_01_915.jpg,IMG/right_2017_12_06_01_46_01_915.jpg,0,0,0,19.32846
IMG/center_2017_12_06_01_46_01_985.jpg,IMG/left_2017_12_06_01_46_01_985.jpg,IMG/right_2017_12_06_01_46_01_985.jpg,0,0,0,19.15887
IMG/center_2017_12_06_01_46_02_056.jpg,IMG/left_2017_12_06_01_46_02_056.jpg,IMG/right_2017_12_06_01_46_02_056.jpg,0,0,0,19.08349
IMG/center_2017_12_06_01_46_02_145.jpg,IMG/left_2017_12_06_01_46_02_145.jpg,IMG/right_2017_12_06_01_46_02_145.jpg,0,0,0,18.84223
IMG/center_2017_12_06_01_46_02_217.jpg,IMG/left_2017_12_06_01_46_02_217.jpg,IMG/right_2017_12_06_01_46_02_217.jpg,0,0,0,18.77955
IMG/center_2017_12_06_01_46_02_302.jpg,IMG/left_2017_12_06_01_46_02_302.jpg,IMG/right_2017_12_06_01_46_02_302.jpg,0,0,0,18.5313
IMG/center_2017_12_06_01_46_02_387.jpg,IMG/left_2017_12_06_01_46_02_387.jpg,IMG/right_2017_12_06_01_46_02_387.jpg,0,0,0,18.38052
IMG/center_2017_12_06_01_46_02_455.jpg,IMG/left_2017_12_06_01_46_02_455.jpg,IMG/right_2017_12_06_01_46_02_455.jpg,0,0,0,18.32509
IMG/center_2017_12_06_01_46_02_529.jpg,IMG/left_2017_12_06_01_46_02_529.jpg,IMG/right_2017_12_06_01_46_02_529.jpg,-0.2,0,0,18.15227
IMG/center_2017_12_06_01_46_02_605.jpg,IMG/left_2017_12_06_01_46_02_605.jpg,IMG/right_2017_12_06_01_46_02_605.jpg,-0.4,0,0,17.93604
IMG/center_2017_12_06_01_46_02_689.jpg,IMG/left_2017_12_06_01_46_02_689.jpg,IMG/right_2017_12_06_01_46_02_689.jpg,-0.3669298,0,0,17.72375
IMG/center_2017_12_06_01_46_02_767.jpg,IMG/left_2017_12_06_01_46_02_767.jpg,IMG/right_2017_12_06_01_46_02_767.jpg,-0.1331754,0,0,17.57513
IMG/center_2017_12_06_01_46_02_841.jpg,IMG/left_2017_12_06_01_46_02_841.jpg,IMG/right_2017_12_06_01_46_02_841.jpg,0,0,0,17.42956
IMG/center_2017_12_06_01_46_02_927.jpg,IMG/left_2017_12_06_01_46_02_927.jpg,IMG/right_2017_12_06_01_46_02_927.jpg,0,0,0,17.26893
IMG/center_2017_12_06_01_46_03_011.jpg,IMG/left_2017_12_06_01_46_03_011.jpg,IMG/right_2017_12_06_01_46_03_011.jpg,0,0,0,17.12463
IMG/center_2017_12_06_01_46_03_079.jpg,IMG/left_2017_12_06_01_46_03_079.jpg,IMG/right_2017_12_06_01_46_03_079.jpg,0,0,0,16.98331
IMG/center_2017_12_06_01_46_03_150.jpg,IMG/left_2017_12_06_01_46_03_150.jpg,IMG/right_2017_12_06_01_46_03_150.jpg,0,0,0,16.87784
IMG/center_2017_12_06_01_46_03_217.jpg,IMG/left_2017_12_06_01_46_03_217.jpg,IMG/right_2017_12_06_01_46_03_217.jpg,0,0,0,16.77551
IMG/center_2017_12_06_01_46_03_291.jpg,IMG/left_2017_12_06_01_46_03_291.jpg,IMG/right_2017_12_06_01_46_03_291.jpg,-0.05,0,0,16.63735
IMG/center_2017_12_06_01_46_03_360.jpg,IMG/left_2017_12_06_01_46_03_360.jpg,IMG/right_2017_12_06_01_46_03_360.jpg,-0.25,0,0,16.48104
IMG/center_2017_12_06_01_46_03_432.jpg,IMG/left_2017_12_06_01_46_03_432.jpg,IMG/right_2017_12_06_01_46_03_432.jpg,-0.4,0,0,16.33513
IMG/center_2017_12_06_01_46_03_507.jpg,IMG/left_2017_12_06_01_46_03_507.jpg,IMG/right_2017_12_06_01_46_03_507.jpg,-0.4171997,0,0,16.14384
IMG/center_2017_12_06_01_46_03_606.jpg,IMG/left_2017_12_06_01_46_03_606.jpg,IMG/right_2017_12_06_01_46_03_606.jpg,-0.1324742,0,0,15.99016
IMG/center_2017_12_06_01_46_03_686.jpg,IMG/left_2017_12_06_01_46_03_686.jpg,IMG/right_2017_12_06_01_46_03_686.jpg,0,0.08718763,0,15.85751
IMG/center_2017_12_06_01_46_03_764.jpg,IMG/left_2017_12_06_01_46_03_764.jpg,IMG/right_2017_12_06_01_46_03_764.jpg,0,0.3048802,0,15.89046
IMG/center_2017_12_06_01_46_03_840.jpg,IMG/left_2017_12_06_01_46_03_840.jpg,IMG/right_2017_12_06_01_46_03_840.jpg,0,0.5429393,0,16.20059
IMG/center_2017_12_06_01_46_03_915.jpg,IMG/left_2017_12_06_01_46_03_915.jpg,IMG/right_2017_12_06_01_46_03_915.jpg,0,0.7882461,0,16.73548
IMG/center_2017_12_06_01_46_03_987.jpg,IMG/left_2017_12_06_01_46_03_987.jpg,IMG/right_2017_12_06_01_46_03_987.jpg,0,1,0,17.46418
IMG/center_2017_12_06_01_46_04_077.jpg,IMG/left_2017_12_06_01_46_04_077.jpg,IMG/right_2017_12_06_01_46_04_077.jpg,0,0.9274449,0,18.30207
IMG/center_2017_12_06_01_46_04_159.jpg,IMG/left_2017_12_06_01_46_04_159.jpg,IMG/right_2017_12_06_01_46_04_159.jpg,0,0.6808532,0,19.08089
IMG/center_2017_12_06_01_46_04_229.jpg,IMG/left_2017_12_06_01_46_04_229.jpg,IMG/right_2017_12_06_01_46_04_229.jpg,0,0.4710727,0,19.35862
IMG/center_2017_12_06_01_46_04_300.jpg,IMG/left_2017_12_06_01_46_04_300.jpg,IMG/right_2017_12_06_01_46_04_300.jpg,0,0.2622691,0,19.52025
IMG/center_2017_12_06_01_46_04_374.jpg,IMG/left_2017_12_06_01_46_04_374.jpg,IMG/right_2017_12_06_01_46_04_374.jpg,0.1,0.03980759,0,19.52277
IMG/center_2017_12_06_01_46_04_444.jpg,IMG/left_2017_12_06_01_46_04_444.jpg,IMG/right_2017_12_06_01_46_04_444.jpg,0.3,0,0,19.3216
IMG/center_2017_12_06_01_46_04_516.jpg,IMG/left_2017_12_06_01_46_04_516.jpg,IMG/right_2017_12_06_01_46_04_516.jpg,0.45,0,0,19.14143
IMG/center_2017_12_06_01_46_04_583.jpg,IMG/left_2017_12_06_01_46_04_583.jpg,IMG/right_2017_12_06_01_46_04_583.jpg,0.5052779,0,0,18.88172
IMG/center_2017_12_06_01_46_04_670.jpg,IMG/left_2017_12_06_01_46_04_670.jpg,IMG/right_2017_12_06_01_46_04_670.jpg,0.2470818,0,0,18.74287
IMG/center_2017_12_06_01_46_04_753.jpg,IMG/left_2017_12_06_01_46_04_753.jpg,IMG/right_2017_12_06_01_46_04_753.jpg,0,0,0,18.59181
IMG/center_2017_12_06_01_46_04_822.jpg,IMG/left_2017_12_06_01_46_04_822.jpg,IMG/right_2017_12_06_01_46_04_822.jpg,0,0,0,18.44161
IMG/center_2017_12_06_01_46_04_894.jpg,IMG/left_2017_12_06_01_46_04_894.jpg,IMG/right_2017_12_06_01_46_04_894.jpg,0,0,0,18.23593
IMG/center_2017_12_06_01_46_04_963.jpg,IMG/left_2017_12_06_01_46_04_963.jpg,IMG/right_2017_12_06_01_46_04_963.jpg,-0.15,0,0,18.08185
IMG/center_2017_12_06_01_46_05_030.jpg,IMG/left_2017_12_06_01_46_05_030.jpg,IMG/right_2017_12_06_01_46_05_030.jpg,-0.3,0,0,18.0077
