center,left,right,steering,throttle,brake,speed
IMG/center_2017_12_03_22_50_06_026.jpg,IMG/left_2017_12_03_22_50_06_026.jpg,IMG/right_2017_12_03_22_50_06_026.jpg,0.8000001,0,0,21.86829
IMG/center_2017_12_03_22_50_06_157.jpg,IMG/left_2017_12_03_22_50_06_157.jpg,IMG/right_2017_12_03_22_50_06_157.jpg,1,0,0,21.23641
IMG/center_2017_12_03_22_50_06_288.jpg,IMG/left_2017_12_03_22_50_06_288.jpg,IMG/right_2017_12_03_22_50_06_288.jpg,1,0,0,20.5055
IMG/center_2017_12_03_22_50_06_357.jpg,IMG/left_2017_12_03_22_50_06_357.jpg,IMG/right_2017_12_03_22_50_06_357.jpg,0.7944871,0,0,20.62789
IMG/center_2017_12_03_22_50_06_481.jpg,IMG/left_2017_12_03_22_50_06_481.jpg,IMG/right_2017_12_03_22_50_06_481.jpg,0.4203514,0,0,20.4855
IMG/center_2017_12_03_22_50_06_621.jpg,IMG/left_2017_12_03_22_50_06_621.jpg,IMG/right_2017_12_03_22_50_06_621.jpg,0.004432209,0,0,19.91903
IMG/center_2017_12_03_22_50_06_752.jpg,IMG/left_2017_12_03_22_50_06_752.jpg,IMG/right_2017_12_03_22_50_06_752.jpg,0,0.2040492,0,20.05996
IMG/center_2017_12_03_22_50_06_881.jpg,IMG/left_2017_12_03_22_50_06_881.jpg,IMG/right_2017_12_03_22_50_06_881.jpg,0,0.5949004,0,20.45277
IMG/center_2017_12_03_22_50_06_955.jpg,IMG/left_2017_12_03_22_50_06_955.jpg,IMG/right_2017_12_03_22_50_06_955.jpg,-0.2,0.3723996,0,20.66143
IMG/center_2017_12_03_22_50_07_087.jpg,IMG/left_2017_12_03_22_50_07_087.jpg,IMG/right_2017_12_03_22_50_07_087.jpg,-0.5500001,0,0,20.13453
IMG/center_2017_12_03_22_50_07_211.jpg,IMG/left_2017_12_03_22_50_07_211.jpg,IMG/right_2017_12_03_22_50_07_211.jpg,-0.8500001,0,0,19.62875
IMG/center_2017_12_03_22_50_07_335.jpg,IMG/left_2017_12_03_22_50_07_335.jpg,IMG/right_2017_12_03_22_50_07_335.jpg,-1,0,0,19.00843
IMG/center_2017_12_03_22_50_07_443.jpg,IMG/left_2017_12_03_22_50_07_443.jpg,IMG/right_2017_12_03_22_50_07_443.jpg,-1,0,0,19.01008
IMG/center_2017_12_03_22_50_07_575.jpg,IMG/left_2017_12_03_22_50_07_575.jpg,IMG/right_2017_12_03_22_50_07_575.jpg,-1,0,0,18.2143
IMG/center_2017_12_03_22_50_07_697.jpg,IMG/left_2017_12_03_22_50_07_697.jpg,IMG/right_2017_12_03_22_50_07_697.jpg,-0.8329168,0,0,17.99299
IMG/center_2017_12_03_22_50_07_822.jpg,IMG/left_2017_12_03_22_50_07_822.jpg,IMG/right_2017_12_03_22_50_07_822.jpg,-0.4567727,0,0,17.7663
IMG/center_2017_12_03_22_50_07_944.jpg,IMG/left_2017_12_03_22_50_07_944.jpg,IMG/right_2017_12_03_22_50_07_944.jpg,-0.08465733,0.1995314,0,17.66907
IMG/center_2017_12_03_22_50_08_069.jpg,IMG/left_2017_12_03_22_50_08_069.jpg,IMG/right_2017_12_03_22_50_08_069.jpg,0,0.5681473,0,18.41397
IMG/center_2017_12_03_22_50_08_189.jpg,IMG/left_2017_12_03_22_50_08_189.jpg,IMG/right_2017_12_03_22_50_08_189.jpg,0,0.9342384,0,18.96542
IMG/center_2017_12_03_22_50_08_314.jpg,IMG/left_2017_12_03_22_50_08_314.jpg,IMG/right_2017_12_03_22_50_08_314.jpg,0,1,0,19.99754
IMG/center_2017_12_03_22_50_08_440.jpg,IMG/left_2017_12_03_22_50_08_440.jpg,IMG/right_2017_12_03_22_50_08_440.jpg,0.3,0.8057906,0,20.63498
IMG/center_2017_12_03_22_50_08_571.jpg,IMG/left_2017_12_03_22_50_08_571.jpg,IMG/right_2017_12_03_22_50_08_571.jpg,0.6500001,1,0,21.41507
IMG/center_2017_12_03_22_50_08_703.jpg,IMG/left_2017_12_03_22_50_08_703.jpg,IMG/right_2017_12_03_22_50_08_703.jpg,0.9500002,0.8035051,0,21.78805
IMG/center_2017_12_03_22_50_08_838.jpg,IMG/left_2017_12_03_22_50_08_838.jpg,IMG/right_2017_12_03_22_50_08_838.jpg,0.9515795,0.3969236,0,21.67926
IMG/center_2017_12_03_22_50_08_978.jpg,IMG/left_2017_12_03_22_50_08_978.jpg,IMG/right_2017_12_03_22_50_08_978.jpg,1,0,0,20.6122
IMG/center_2017_12_03_22_50_09_119.jpg,IMG/left_2017_12_03_22_50_09_119.jpg,IMG/right_2017_12_03_22_50_09_119.jpg,1,0,0,19.73889
IMG/center_2017_12_03_22_50_09_229.jpg,IMG/left_2017_12_03_22_50_09_229.jpg,IMG/right_2017_12_03_22_50_09_229.jpg,1,0,0,19.11703
IMG/center_2017_12_03_22_50_09_399.jpg,IMG/left_2017_12_03_22_50_09_399.jpg,IMG/right_2017_12_03_22_50_09_399.jpg,0.7647756,0,0,18.34744
IMG/center_2017_12_03_22_50_09_435.jpg,IMG/left_2017_12_03_22_50_09_435.jpg,IMG/right_2017_12_03_22_50_09_435.jpg,0.5553156,0,0,17.95382
IMG/center_2017_12_03_22_50_09_509.jpg,IMG/left_2017_12_03_22_50_09_509.jpg,IMG/right_2017_12_03_22_50_09_509.jpg,0.3315322,0.2237834,0,17.64443
IMG/center_2017_12_03_22_50_09_578.jpg,IMG/left_2017_12_03_22_50_09_578.jpg,IMG/right_2017_12_03_22_50_09_578.jpg,0.1243779,0.4309377,0,17.34163
IMG/center_2017_12_03_22_50_09_741.jpg,IMG/left_2017_12_03_22_50_09_741.jpg,IMG/right_2017_12_03_22_50_09_741.jpg,0,0.8346888,0,17.88137
IMG/center_2017_12_03_22_50_09_811.jpg,IMG/left_2017_12_03_22_50_09_811.jpg,IMG/right_2017_12_03_22_50_09_811.jpg,0,1,0,17.96631
IMG/center_2017_12_03_22_50_09_849.jpg,IMG/left_2017_12_03_22_50_09_849.jpg,IMG/right_2017_12_03_22_50_09_849.jpg,0,1,0,18.40031
IMG/center_2017_12_03_22_50_09_974.jpg,IMG/left_2017_12_03_22_50_09_974.jpg,IMG/right_2017_12_03_22_50_09_974.jpg,0,1,0,19.0858
IMG/center_2017_12_03_22_50_10_130.jpg,IMG/left_2017_12_03_22_50_10_130.jpg,IMG/right_2017_12_03_22_50_10_130.jpg,0,1,0,19.78523
IMG/center_2017_12_03_22_50_10_222.jpg,IMG/left_2017_12_03_22_50_10_222.jpg,IMG/right_2017_12_03_22_50_10_222.jpg,0,1,0,20.38048
IMG/center_2017_12_03_22_50_10_355.jpg,IMG/left_2017_12_03_22_50_10_355.jpg,IMG/right_2017_12_03_22_50_10_355.jpg,0,1,0,20.88613
IMG/center_2017_12_03_22_50_10_517.jpg,IMG/left_2017_12_03_22_50_10_517.jpg,IMG/right_2017_12_03_22_50_10_517.jpg,0,1,0,21.73138
IMG/center_2017_12_03_22_50_10_604.jpg,IMG/left_2017_12_03_22_50_10_604.jpg,IMG/right_2017_12_03_22_50_10_604.jpg,0,0.6320472,0,21.82801
IMG/center_2017_12_03_22_50_10_711.jpg,IMG/left_2017_12_03_22_50_10_711.jpg,IMG/right_2017_12_03_22_50_10_711.jpg,0,0.4259232,0,22.02601
IMG/center_2017_12_03_22_50_10_746.jpg,IMG/left_2017_12_03_22_50_10_746.jpg,IMG/right_2017_12_03_22_50_10_746.jpg,0,0.2097178,0,21.75986
IMG/center_2017_12_03_22_50_10_815.jpg,IMG/left_2017_12_03_22_50_10_815.jpg,IMG/right_2017_12_03_22_50_10_815.jpg,0,0.003449261,0,21.50057
IMG/center_2017_12_03_22_50_10_886.jpg,IMG/left_2017_12_03_22_50_10_886.jpg,IMG/right_2017_12_03_22_50_10_886.jpg,0,0,0,21.04591
IMG/center_2017_12_03_22_50_10_993.jpg,IMG/left_2017_12_03_22_50_10_993.jpg,IMG/right_2017_12_03_22_50_10_993.jpg,0,0,0,20.60546
IMG/center_2017_12_03_22_50_11_116.jpg,IMG/left_2017_12_03_22_50_11_116.jpg,IMG/right_2017_12_03_22_50_11_116.jpg,0,0,0,20.1195
IMG/center_2017_12_03_22_50_11_237.jpg,IMG/left_2017_12_03_22_50_11_237.jpg,IMG/right_2017_12_03_22_50_11_237.jpg,0,0,0,19.69812
IMG/center_2017_12_03_22_50_11_369.jpg,IMG/left_2017_12_03_22_50_11_369.jpg,IMG/right_2017_12_03_22_50_11_369.jpg,0.35,0,0,19.18781
IMG/center_2017_12_03_22_50_11_450.jpg,IMG/left_2017_12_03_22_50_11_450.jpg,IMG/right_2017_12_03_22_50_11_450.jpg,0.5500001,0,0,18.83148
IMG/center_2017_12_03_22_50_11_535.jpg,IMG/left_2017_12_03_22_50_11_535.jpg,IMG/right_2017_12_03_22_50_11_535.jpg,0.7,0,0,18.28947
IMG/center_2017_12_03_22_50_11_610.jpg,IMG/left_2017_12_03_22_50_11_610.jpg,IMG/right_2017_12_03_22_50_11_610.jpg,0.9000002,0,0,17.77409
IMG/center_2017_12_03_22_50_11_753.jpg,IMG/left_2017_12_03_22_50_11_753.jpg,IMG/right_2017_12_03_22_50_11_753.jpg,1,0,0,17.30797
IMG/center_2017_12_03_22_50_11_828.jpg,IMG/left_2017_12_03_22_50_11_828.jpg,IMG/right_2017_12_03_22_50_11_828.jpg,1,0,0,16.65727
IMG/center_2017_12_03_22_50_11_972.jpg,IMG/left_2017_12_03_22_50_11_972.jpg,IMG/right_2017_12_03_22_50_11_972.jpg,0.5852189,0,0,16.20082
IMG/center_2017_12_03_22_50_12_036.jpg,IMG/left_2017_12_03_22_50_12_036.jpg,IMG/right_2017_12_03_22_50_12_036.jpg,0.3820117,0,0,15.74043
IMG/center_2017_12_03_22_50_12_115.jpg,IMG/left_2017_12_03_22_50_12_115.jpg,IMG/right_2017_12_03_22_50_12_115.jpg,0.1704034,0,0,15.36748
IMG/center_2017_12_03_22_50_12_243.jpg,IMG/left_2017_12_03_22_50_12_243.jpg,IMG/right_2017_12_03_22_50_12_243.jpg,0,0,0,14.50963
IMG/center_2017_12_03_22_50_12_373.jpg,IMG/left_2017_12_03_22_50_12_373.jpg,IMG/right_2017_12_03_22_50_12_373.jpg,0,0,0,14.34088
IMG/center_2017_12_03_22_50_12_509.jpg,IMG/left_2017_12_03_22_50_12_509.jpg,IMG/right_2017_12_03_22_50_12_509.jpg,0.15,0,0,13.71969
IMG/center_2017_12_03_22_50_12_639.jpg,IMG/left_2017_12_03_22_50_12_639.jpg,IMG/right_2017_12_03_22_50_12_639.jpg,0.5000001,0,0,12.45729
IMG/center_2017_12_03_22_50_12_777.jpg,IMG/left_2017_12_03_22_50_12_777.jpg,IMG/right_2017_12_03_22_50_12_777.jpg,0.8500001,0,0,11.82113
IMG/center_2017_12_03_22_50_12_847.jpg,IMG/left_2017_12_03_22_50_12_847.jpg,IMG/right_2017_12_03_22_50_12_847.jpg,1,0,0,11.08007
IMG/center_2017_12_03_22_50_12_896.jpg,IMG/left_2017_12_03_22_50_12_896.jpg,IMG/right_2017_12_03_22_50_12_896.jpg,1,0,0,10.71508
IMG/center_2017_12_03_22_50_12_968.jpg,IMG/left_2017_12_03_22_50_12_968.jpg,IMG/right_2017_12_03_22_50_12_968.jpg,1,0,0,10.27435
IMG/center_2017_12_03_22_50_13_083.jpg,IMG/left_2017_12_03_22_50_13_083.jpg,IMG/right_2017_12_03_22_50_13_083.jpg,1,0,0,9.731829
IMG/center_2017_12_03_22_50_13_209.jpg,IMG/left_2017_12_03_22_50_13_209.jpg,IMG/right_2017_12_03_22_50_13_209.jpg,1,0,0,8.916553
IMG/center_2017_12_03_22_50_13_328.jpg,IMG/left_2017_12_03_22_50_13_328.jpg,IMG/right_2017_12_03_22_50_13_328.jpg,1,0,0,8.250587
IMG/center_2017_12_03_22_50_13_447.jpg,IMG/left_2017_12_03_22_50_13_447.jpg,IMG/right_2017_12_03_22_50_13_447.jpg,0.8207996,0,0,7.629202
IMG/center_2017_12_03_22_50_13_572.jpg,IMG/left_2017_12_03_22_50_13_572.jpg,IMG/right_2017_12_03_22_50_13_572.jpg,0.4441001,0,0,7.035043
IMG/center_2017_12_03_22_50_13_694.jpg,IMG/left_2017_12_03_22_50_13_694.jpg,IMG/right_2017_12_03_22_50_13_694.jpg,0.08101694,0,0,6.431114
IMG/center_2017_12_03_22_50_13_761.jpg,IMG/left_2017_12_03_22_50_13_761.jpg,IMG/right_2017_12_03_22_50_13_761.jpg,0,0.2006137,0,6.265235
IMG/center_2017_12_03_22_50_13_886.jpg,IMG/left_2017_12_03_22_50_13_886.jpg,IMG/right_2017_12_03_22_50_13_886.jpg,0,0.5764938,0,6.321094
IMG/center_2017_12_03_22_50_14_006.jpg,IMG/left_2017_12_03_22_50_14_006.jpg,IMG/right_2017_12_03_22_50_14_006.jpg,0,0.9365737,0,6.850778
IMG/center_2017_12_03_22_50_14_126.jpg,IMG/left_2017_12_03_22_50_14_126.jpg,IMG/right_2017_12_03_22_50_14_126.jpg,0,1,0,7.639185
IMG/center_2017_12_03_22_50_14_244.jpg,IMG/left_2017_12_03_22_50_14_244.jpg,IMG/right_2017_12_03_22_50_14_244.jpg,0,1,0,8.300831
IMG/center_2017_12_03_22_50_14_364.jpg,IMG/left_2017_12_03_22_50_14_364.jpg,IMG/right_2017_12_03_22_50_14_364.jpg,0,1,0,9.084347
IMG/center_2017_12_03_22_50_14_477.jpg,IMG/left_2017_12_03_22_50_14_477.jpg,IMG/right_2017_12_03_22_50_14_477.jpg,0,1,0,9.879918
IMG/center_2017_12_03_22_50_14_600.jpg,IMG/left_2017_12_03_22_50_14_600.jpg,IMG/right_2017_12_03_22_50_14_600.jpg,0,1,0,10.66487
IMG/center_2017_12_03_22_50_14_712.jpg,IMG/left_2017_12_03_22_50_14_712.jpg,IMG/right_2017_12_03_22_50_14_712.jpg,0,1,0,11.52978
IMG/center_2017_12_03_22_50_14_850.jpg,IMG/left_2017_12_03_22_50_14_850.jpg,IMG/right_2017_12_03_22_50_14_850.jpg,0,1,0,12.16575
IMG/center_2017_12_03_22_50_14_969.jpg,IMG/left_2017_12_03_22_50_14_969.jpg,IMG/right_2017_12_03_22_50_14_969.jpg,0,0.8201732,0,12.95024
IMG/center_2017_12_03_22_50_15_080.jpg,IMG/left_2017_12_03_22_50_15_080.jpg,IMG/right_2017_12_03_22_50_15_080.jpg,0.25,0.4873415,0,12.84402
IMG/center_2017_12_03_22_50_15_194.jpg,IMG/left_2017_12_03_22_50_15_194.jpg,IMG/right_2017_12_03_22_50_15_194.jpg,0.5500001,0.133403,0,12.40957
IMG/center_2017_12_03_22_50_15_309.jpg,IMG/left_2017_12_03_22_50_15_309.jpg,IMG/right_2017_12_03_22_50_15_309.jpg,0.8500001,0,0,11.55547
IMG/center_2017_12_03_22_50_15_407.jpg,IMG/left_2017_12_03_22_50_15_407.jpg,IMG/right_2017_12_03_22_50_15_407.jpg,1,0,0,10.93395
IMG/center_2017_12_03_22_50_15_520.jpg,IMG/left_2017_12_03_22_50_15_520.jpg,IMG/right_2017_12_03_22_50_15_520.jpg,1,0,0,10.39326
IMG/center_2017_12_03_22_50_15_639.jpg,IMG/left_2017_12_03_22_50_15_639.jpg,IMG/right_2017_12_03_22_50_15_639.jpg,1,0,0,9.788064
IMG/center_2017_12_03_22_50_15_762.jpg,IMG/left_2017_12_03_22_50_15_762.jpg,IMG/right_2017_12_03_22_50_15_762.jpg,0.6315452,0,0,9.283627
IMG/center_2017_12_03_22_50_15_889.jpg,IMG/left_2017_12_03_22_50_15_889.jpg,IMG/right_2017_12_03_22_50_15_889.jpg,0.2553975,0.1943598,0,8.838302
IMG/center_2017_12_03_22_50_16_008.jpg,IMG/left_2017_12_03_22_50_16_008.jpg,IMG/right_2017_12_03_22_50_16_008.jpg,0,0.5550815,0,8.931748
IMG/center_2017_12_03_22_50_16_120.jpg,IMG/left_2017_12_03_22_50_16_120.jpg,IMG/right_2017_12_03_22_50_16_120.jpg,0,0.8944965,0,9.464514
IMG/center_2017_12_03_22_50_16_235.jpg,IMG/left_2017_12_03_22_50_16_235.jpg,IMG/right_2017_12_03_22_50_16_235.jpg,0,1,0,10.39792
IMG/center_2017_12_03_22_50_16_351.jpg,IMG/left_2017_12_03_22_50_16_351.jpg,IMG/right_2017_12_03_22_50_16_351.jpg,0,1,0,11.46145
IMG/center_2017_12_03_22_50_16_484.jpg,IMG/left_2017_12_03_22_50_16_484.jpg,IMG/right_2017_12_03_22_50_16_484.jpg,0,1,0,12.29765
IMG/center_2017_12_03_22_50_16_598.jpg,IMG/left_2017_12_03_22_50_16_598.jpg,IMG/right_2017_12_03_22_50_16_598.jpg,0,1,0,13.05906
IMG/center_2017_12_03_22_50_16_714.jpg,IMG/left_2017_12_03_22_50_16_714.jpg,IMG/right_2017_12_03_22_50_16_714.jpg,0,1,0,14.13258
IMG/center_2017_12_03_22_50_16_818.jpg,IMG/left_2017_12_03_22_50_16_818.jpg,IMG/right_2017_12_03_22_50_16_818.jpg,0,1,0,15.21011
IMG/center_2017_12_03_22_50_16_901.jpg,IMG/left_2017_12_03_22_50_16_901.jpg,IMG/right_2017_12_03_22_50_16_901.jpg,0,1,0,15.90637
IMG/center_2017_12_03_22_50_17_042.jpg,IMG/left_2017_12_03_22_50_17_042.jpg,IMG/right_2017_12_03_22_50_17_042.jpg,0,0.6392735,0,16.58826
IMG/center_2017_12_03_22_50_17_134.jpg,IMG/left_2017_12_03_22_50_17_134.jpg,IMG/right_2017_12_03_22_50_17_134.jpg,0.3,0.3019547,0,16.90211
IMG/center_2017_12_03_22_50_17_266.jpg,IMG/left_2017_12_03_22_50_17_266.jpg,IMG/right_2017_12_03_22_50_17_266.jpg,0.6500001,0,0,16.59102
IMG/center_2017_12_03_22_50_17_384.jpg,IMG/left_2017_12_03_22_50_17_384.jpg,IMG/right_2017_12_03_22_50_17_384.jpg,0.9000002,0,0,15.75549
IMG/center_2017_12_03_22_50_17_514.jpg,IMG/left_2017_12_03_22_50_17_514.jpg,IMG/right_2017_12_03_22_50_17_514.jpg,1,0,0,15.29602
IMG/center_2017_12_03_22_50_17_580.jpg,IMG/left_2017_12_03_22_50_17_580.jpg,IMG/right_2017_12_03_22_50_17_580.jpg,1,0,0,15.45296
IMG/center_2017_12_03_22_50_17_695.jpg,IMG/left_2017_12_03_22_50_17_695.jpg,IMG/right_2017_12_03_22_50_17_695.jpg,0.792237,0,0,15.36314
IMG/center_2017_12_03_22_50_17_831.jpg,IMG/left_2017_12_03_22_50_17_831.jpg,IMG/right_2017_12_03_22_50_17_831.jpg,0.4230029,0,0,14.71711
IMG/center_2017_12_03_22_50_17_897.jpg,IMG/left_2017_12_03_22_50_17_897.jpg,IMG/right_2017_12_03_22_50_17_897.jpg,0.2180525,0,0,15.15452
IMG/center_2017_12_03_22_50_18_028.jpg,IMG/left_2017_12_03_22_50_18_028.jpg,IMG/right_2017_12_03_22_50_18_028.jpg,0,0.4030797,0,14.81543
IMG/center_2017_12_03_22_50_18_130.jpg,IMG/left_2017_12_03_22_50_18_130.jpg,IMG/right_2017_12_03_22_50_18_130.jpg,0,0.7701193,0,15.74365
IMG/center_2017_12_03_22_50_18_243.jpg,IMG/left_2017_12_03_22_50_18_243.jpg,IMG/right_2017_12_03_22_50_18_243.jpg,0,1,0,17.05025
IMG/center_2017_12_03_22_50_18_360.jpg,IMG/left_2017_12_03_22_50_18_360.jpg,IMG/right_2017_12_03_22_50_18_360.jpg,0,1,0,18.27869
IMG/center_2017_12_03_22_50_18_486.jpg,IMG/left_2017_12_03_22_50_18_486.jpg,IMG/right_2017_12_03_22_50_18_486.jpg,0,1,0,19.56433
IMG/center_2017_12_03_22_50_18_610.jpg,IMG/left_2017_12_03_22_50_18_610.jpg,IMG/right_2017_12_03_22_50_18_610.jpg,0,1,0,20.80078
IMG/center_2017_12_03_22_50_18_737.jpg,IMG/left_2017_12_03_22_50_18_737.jpg,IMG/right_2017_12_03_22_50_18_737.jpg,0,1,0,22.02022
IMG/center_2017_12_03_22_50_18_804.jpg,IMG/left_2017_12_03_22_50_18_804.jpg,IMG/right_2017_12_03_22_50_18_804.jpg,0,1,0,22.64921
IMG/center_2017_12_03_22_50_18_872.jpg,IMG/left_2017_12_03_22_50_18_872.jpg,IMG/right_2017_12_03_22_50_18_872.jpg,0.2,0.7998173,0,23.23664
IMG/center_2017_12_03_22_50_18_939.jpg,IMG/left_2017_12_03_22_50_18_939.jpg,IMG/right_2017_12_03_22_50_18_939.jpg,0.35,0.595504,0,23.52319
IMG/center_2017_12_03_22_50_19_010.jpg,IMG/left_2017_12_03_22_50_19_010.jpg,IMG/right_2017_12_03_22_50_19_010.jpg,0.5500001,0.3821561,0,23.58218
IMG/center_2017_12_03_22_50_19_128.jpg,IMG/left_2017_12_03_22_50_19_128.jpg,IMG/right_2017_12_03_22_50_19_128.jpg,0.8500001,0.02855162,0,23.18214
IMG/center_2017_12_03_22_50_19_247.jpg,IMG/left_2017_12_03_22_50_19_247.jpg,IMG/right_2017_12_03_22_50_19_247.jpg,1,0,0,22.49384
IMG/center_2017_12_03_22_50_19_367.jpg,IMG/left_2017_12_03_22_50_19_367.jpg,IMG/right_2017_12_03_22_50_19_367.jpg,1,0,0,22.00755
IMG/center_2017_12_03_22_50_19_487.jpg,IMG/left_2017_12_03_22_50_19_487.jpg,IMG/right_2017_12_03_22_50_19_487.jpg,1,0,0,21.62064
IMG/center_2017_12_03_22_50_19_560.jpg,IMG/left_2017_12_03_22_50_19_560.jpg,IMG/right_2017_12_03_22_50_19_560.jpg,1,0,0,21.44914
IMG/center_2017_12_03_22_50_19_659.jpg,IMG/left_2017_12_03_22_50_19_659.jpg,IMG/right_2017_12_03_22_50_19_659.jpg,0.6943182,0,0,21.28977
IMG/center_2017_12_03_22_50_19_737.jpg,IMG/left_2017_12_03_22_50_19_737.jpg,IMG/right_2017_12_03_22_50_19_737.jpg,0.4639623,0,0,21.14908
IMG/center_2017_12_03_22_50_19_835.jpg,IMG/left_2017_12_03_22_50_19_835.jpg,IMG/right_2017_12_03_22_50_19_835.jpg,0.1711756,0,0,21.06826
IMG/center_2017_12_03_22_50_19_903.jpg,IMG/left_2017_12_03_22_50_19_903.jpg,IMG/right_2017_12_03_22_50_19_903.jpg,0,0,0,20.75009
IMG/center_2017_12_03_22_50_19_985.jpg,IMG/left_2017_12_03_22_50_19_985.jpg,IMG/right_2017_12_03_22_50_19_985.jpg,0,0,0,20.69122
IMG/center_2017_12_03_22_50_20_090.jpg,IMG/left_2017_12_03_22_50_20_090.jpg,IMG/right_2017_12_03_22_50_20_090.jpg,0,0,0,20.29675
IMG/center_2017_12_03_22_50_20_191.jpg,IMG/left_2017_12_03_22_50_20_191.jpg,IMG/right_2017_12_03_22_50_20_191.jpg,0,0,0,20.31686
IMG/center_2017_12_03_22_50_20_291.jpg,IMG/left_2017_12_03_22_50_20_291.jpg,IMG/right_2017_12_03_22_50_20_291.jpg,0,0,0,19.80659
IMG/center_2017_12_03_22_50_20_397.jpg,IMG/left_2017_12_03_22_50_20_397.jpg,IMG/right_2017_12_03_22_50_20_397.jpg,0,0,0,19.94555
IMG/center_2017_12_03_22_50_20_498.jpg,IMG/left_2017_12_03_22_50_20_498.jpg,IMG/right_2017_12_03_22_50_20_498.jpg,0,0,0,19.3856
IMG/center_2017_12_03_22_50_20_600.jpg,IMG/left_2017_12_03_22_50_20_600.jpg,IMG/right_2017_12_03_22_50_20_600.jpg,0,0,0,19.57008
IMG/center_2017_12_03_22_50_20_704.jpg,IMG/left_2017_12_03_22_50_20_704.jpg,IMG/right_2017_12_03_22_50_20_704.jpg,0,0,0,18.95861
IMG/center_2017_12_03_22_50_20_815.jpg,IMG/left_2017_12_03_22_50_20_815.jpg,IMG/right_2017_12_03_22_50_20_815.jpg,0,0,0,18.70667
IMG/center_2017_12_03_22_50_20_918.jpg,IMG/left_2017_12_03_22_50_20_918.jpg,IMG/right_2017_12_03_22_50_20_918.jpg,0,0,0,18.98551
IMG/center_2017_12_03_22_50_21_026.jpg,IMG/left_2017_12_03_22_50_21_026.jpg,IMG/right_2017_12_03_22_50_21_026.jpg,-0.3,0,0,18.70717
IMG/center_2017_12_03_22_50_21_121.jpg,IMG/left_2017_12_03_22_50_21_121.jpg,IMG/right_2017_12_03_22_50_21_121.jpg,-0.5000001,0,0,18.45892
IMG/center_2017_12_03_22_50_21_222.jpg,IMG/left_2017_12_03_22_50_21_222.jpg,IMG/right_2017_12_03_22_50_21_222.jpg,-0.7500002,0,0,17.6581
IMG/center_2017_12_03_22_50_21_325.jpg,IMG/left_2017_12_03_22_50_21_325.jpg,IMG/right_2017_12_03_22_50_21_325.jpg,-1,0,0,17.64096
IMG/center_2017_12_03_22_50_21_430.jpg,IMG/left_2017_12_03_22_50_21_430.jpg,IMG/right_2017_12_03_22_50_21_430.jpg,-1,0,0,17.23894
IMG/center_2017_12_03_22_50_21_571.jpg,IMG/left_2017_12_03_22_50_21_571.jpg,IMG/right_2017_12_03_22_50_21_571.jpg,-1,0,0,16.50717
IMG/center_2017_12_03_22_50_21_690.jpg,IMG/left_2017_12_03_22_50_21_690.jpg,IMG/right_2017_12_03_22_50_21_690.jpg,-1,0,0,16.68401
IMG/center_2017_12_03_22_50_21_793.jpg,IMG/left_2017_12_03_22_50_21_793.jpg,IMG/right_2017_12_03_22_50_21_793.jpg,-1,0,0,15.99244
